BMW;
model;cena
BMW i3;167000
BMW i8;636800
BMW Seria 1;112200
BMW Seria 2;113700
BMW Seria 3;132300
BMW Seria 4;167800
BMW Seria 5;199900
BMW Seria 6;262200
BMW Seria 7;420200
BMW Seria 8;476000
BMW X1;132900
BMW X2;138800
BMW X3;178800
BMW X4;204400
BMW X5;330800
BMW X6;352500
